species,lifestage,URL,SAME_AS,LOCAL_PATH,hex,rgb,Layer.ID,WMS,wmsURL
SNOWYGROUPER,adult,https://api.mapbox.com/styles/v1/tazmichael/ciybowszv005n2sqjt08gdb0c/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\adultsDis,#ffff33,"rgb(255,255,51)",103,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/103
SNOWYGROUPER,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciyboxudo005p2snpm6xevibl/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\earlyJuveniles,#984EA3,"rgb(152,78,163)",104,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/104
SNOWYGROUPER,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciyboyp9l005o2sqjf83havsy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\lateJuveniles,#FF7F00,"rgb(255,127,0)",105,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/105
SNOWYGROUPER,spawningAdult,https://api.mapbox.com/styles/v1/kmjensen/ciybrg1fn000n2sqsyleu5ff3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\spawningAdultsDis,#a65628,"rgb(166,86,40)",106,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/106
SNOWYGROUPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2415c001h2slu8pzm7c7z/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,QUEENSNAPPER/SNOWYGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\eggs,#F781BF,"rgb(247,129,191)",16,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/16
SNOWYGROUPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2cf0v001i2sluw2usa0op/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,QUEENSNAPPER/SNOWYGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\larvae,#E41A1C,"rgb(228,26,28)",17,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/17
SNOWYGROUPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg28vbz001i2sl8xdsklzwk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,QUEENSNAPPER/SNOWYGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\postLarvae,#4DAF4A,"rgb(77,175,74)",18,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/18
SPANISHMACKEREL,eggs,https://api.mapbox.com/styles/v1/aquilonaris/ciyk9p1ae00142smg8ey6r45s/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\eggs,#F781BF,"rgb(247,129,191)",107,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/107
SPANISHMACKEREL,larvae,https://api.mapbox.com/styles/v1/aquilonaris/ciyka5i2600102sp9ujpleuvq/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\larvae,#E41A1C,"rgb(228,26,28)",108,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/108
SPANISHMACKEREL,postLarvae,https://api.mapbox.com/styles/v1/aquilonaris/ciykaa8z100112sp95nbokt83/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\postLarvae,#4DAF4A,"rgb(77,175,74)",109,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/109
SPANISHMACKEREL,earlyJuvenile,https://api.mapbox.com/styles/v1/aquilonaris/ciykadpj100182smg1w4r049i/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\earlyJuveniles,#984EA3,"rgb(152,78,163)",110,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/110
SPANISHMACKEREL,adult,https://api.mapbox.com/styles/v1/aquilonaris/ciykagfd700142sp9b6zwcjnt/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\adults,#ffff33,"rgb(255,255,51)",111,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/111
SPECKLEDHIND,adult,https://api.mapbox.com/styles/v1/kmjensen/ciybrwrfy00602sqjlha1va4n/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\adultsDis,#ffff33,"rgb(255,255,51)",112,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/112
SPECKLEDHIND,earlyJuvenile,https://api.mapbox.com/styles/v1/kmjensen/ciybrxm61005l2rqf6a4cr7qp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\earlyJuvenilesDis,#984EA3,"rgb(152,78,163)",113,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/113
SPECKLEDHIND,lateJuvenile,https://api.mapbox.com/styles/v1/kmjensen/ciybrzt7f000q2sqsa4eeh3ed/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\lateJuvenilesDis,#FF7F00,"rgb(255,127,0)",114,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/114
SPECKLEDHIND,spawningAdult,https://api.mapbox.com/styles/v1/claireroberts/cixvyr7th000d2sp60l24qwse/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,SPECKLEDHIND/BLUELINETILEFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\spawningAdultsDis,#a65628,"rgb(166,86,40)",22,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/22
SPECKLEDHIND,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\eggs,#F781BF,"rgb(247,129,191)",11,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/11
SPECKLEDHIND,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\larvae,#E41A1C,"rgb(228,26,28)",11,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/11
SPECKLEDHIND,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg4rco3001t2smf18mbt7cb/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,SPECKLEDHIND/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\postLarvae,#4DAF4A,"rgb(77,175,74)",23,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/23
SPINYLOBSTER,adult,https://api.mapbox.com/styles/v1/kmjensen/ciyd01evo008c2snp8uz1ejxy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\adultsDis,#ffff33,"rgb(255,255,51)",115,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/115
SPINYLOBSTER,juvenile,https://api.mapbox.com/styles/v1/kmjensen/ciyd04a5n007p2rqfydzbzwdf/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\juvenilesDis,#FF7F00,"rgb(255,127,0)",116,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/116
SPINYLOBSTER,puerulusPostlarvae,https://api.mapbox.com/styles/v1/kmjensen/ciyd08ic6007q2rqfn3bslkrt/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\puerulusPostlarvaeDis,#4DAF4A,"rgb(77,175,74)",117,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/117
SPINYLOBSTER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\larvae,#E41A1C,"rgb(228,26,28)",11,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/11
TILEFISH,adult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1p4259006n2sozz79c6ncu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\adultsDis,#ffff33,"rgb(255,255,51)",118,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/118
TILEFISH,lateJuvenile,https://api.mapbox.com/styles/v1/jfroeschke/ciy1p0su4004w2sp6hsdftgum/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\lateJuvenilesDis,#FF7F00,"rgb(255,127,0)",119,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/119
TILEFISH,spawningAdult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1oq6rv005l2rr0tygsl7hp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\spawningAdultsDis,#a65628,"rgb(166,86,40)",120,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/120
TILEFISH,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\eggs,#F781BF,"rgb(247,129,191)",19,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/19
TILEFISH,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\larvae,#E41A1C,"rgb(228,26,28)",11,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/11
TILEFISH,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\postLarvae,#4DAF4A,"rgb(77,175,74)",21,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/21
TILEFISH,earlyJuvenile,https://api.mapbox.com/styles/v1/aquilonaris/ciykav9le000s2rno1xhcoyqk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\earlyJuveniles,#984EA3,"rgb(152,78,163)",121,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/121
VERMILIONSNAPPER,adult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1o4dqo006h2rqjqip4yh2o/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,REDSNAPPER/VERMILIONSNAPPER/GAG/GRAYTRIGGERFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\adultsDis,#ffff33,"rgb(255,255,51)",20,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/20
VERMILIONSNAPPER,earlyJuvenile,https://api.mapbox.com/styles/v1/kmjensen/ciyd0c2vb007z2sqj3bqn1obf/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\earlyJuvenilesDis,#984EA3,"rgb(152,78,163)",122,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/122
VERMILIONSNAPPER,lateJuvenile,https://api.mapbox.com/styles/v1/kmjensen/ciyd0fgat00802sqj4ncn1l6g/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\lateJuvenilesDis,#FF7F00,"rgb(255,127,0)",123,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/123
VERMILIONSNAPPER,spawningAdult,.,UNMAPPABLE,.,#a65628,"rgb(166,86,40)",11,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/11
VERMILIONSNAPPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\eggs,#F781BF,"rgb(247,129,191)",19,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/19
VERMILIONSNAPPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\larvae,#E41A1C,"rgb(228,26,28)",11,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/11
VERMILIONSNAPPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\postLarvae,#4DAF4A,"rgb(77,175,74)",21,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/21
WARSAWGROUPER,adult,https://api.mapbox.com/styles/v1/kmjensen/ciyd0g9og003j2sqlpkxzb2dm/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Warsaw Grouper\adultsDIs,#ffff33,"rgb(255,255,51)",124,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/124
