"","species","lifestage","URL","SAME_AS","LOCAL_PATH","hex","rgb"
"258","YELLOWMOUTHGROUPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfxgmkq00172slumm8ornly/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","GOLIATHGROUPER/YELLOWMOUTHGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowmouth Grouper\eggs","#F781BF","rgb(247,129,191)"
"259","YELLOWMOUTHGROUPER","postLarvae","https://api.mapbox.com/styles/v1/gulffish123/ciykcvyax00152rqq1leli1o9/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowmouth Grouper\postLarvae","#4DAF4A","rgb(77,175,74)"
"260","YELLOWTAILSNAPPER","adult","https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig","BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail Snapper\adultsDis","#ffff33","rgb(255,255,51)"
"261","YELLOWTAILSNAPPER","earlyJuvenile","https://api.mapbox.com/styles/v1/jfroeschke/ciy1o1mel006f2rqjplmklx33/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","YELLOWTAILSNAPPER/GAG","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail Snapper\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"262","YELLOWTAILSNAPPER","lateJuvenile","https://api.mapbox.com/styles/v1/gulffish123/ciykctmbn00132rqqd1f4ijha/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail Snapper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"263","YELLOWTAILSNAPPER","spawningAdult",".","UNMAPPABLE",".","#a65628","rgb(166,86,40)"
"264","YELLOWTAILSNAPPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg583fy001q2sl8bnvphfq3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","YELLOWTAILSNAPPER/BANDEDRUDDERFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail Snapper\larvae","#E41A1C","rgb(228,26,28)"
"265","YELLOWTAILSNAPPER","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg5vkxp001q2slujvqmbla8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","YELLOWTAILSNAPPER/BANDEDRUDDERFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail SnapperpostLarvae","#4DAF4A","rgb(77,175,74)"
"266","YELLOWTAILSNAPPER","eggs","https://api.mapbox.com/styles/v1/gulffish123/ciykcww1u001d2sp92gws3hzn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail Snapper\eggs","#F781BF","rgb(247,129,191)"
"267","BANDEDRUDDERFISH","earlyJuvenile","https://api.mapbox.com/styles/v1/gulffish123/ciykdbrdw00192rqq0w058sx0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish\earlyJuveniles","#984EA3","rgb(152,78,163)"
"268","BANDEDRUDDERFISH","lateJuvenile","https://api.mapbox.com/styles/v1/gulffish123/ciykdcr8a001f2snnx1tlv456/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish/lateJuveniles","#FF7F00","rgb(255,127,0)"
"269","BANDEDRUDDERFISH","adult","https://api.mapbox.com/styles/v1/gulffish123/ciykddmnk001i2smg74h48yg4/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish\adults","#ffff33","rgb(255,255,51)"
"270","BANDEDRUDDERFISH","spawningAdult","https://api.mapbox.com/styles/v1/gulffish123/ciykdec01001h2sp96syvzmms/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish\spawningAdults","#a65628","rgb(166,86,40)"
"271","GREATERAMBERJACK","eggs",".","UNMAPPABLE",".","#F781BF","rgb(247,129,191)"
"272","LESSERAMBERJACK","earlyJuvenile",".","UNMAPPABLE",".","#984EA3","rgb(152,78,163)"
"273","SPANISHMACKEREL","lateJuvenile","https://api.mapbox.com/styles/v1/gulffish123/ciykdf2m5001j2smgtj3lr3cu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\lateJuveniles","#FF7F00","rgb(255,127,0)"
"274","SPANISHMACKEREL","spawningAdult","https://api.mapbox.com/styles/v1/gulffish123/ciykdfsv6000y2rnoq8pqvycn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\spawningAdults","#a65628","rgb(166,86,40)"
