,FootNote,FMP,Common.Name,Species.Name,Author,Title,Journal,Volume,Number,Pages,Year,URL,Editors,Publisher
626,15,Reef Fish,Red Snapper,Lutjanus campechanus,"Stearns, S",Notes on the red snapper,In: Notes Upon the Fish and Fisheries,5,.,65--112,NA,.,C. W. Smiley (compiler),Bulletin of the U.S. Fish Commission
627,16,Reef Fish,Red Snapper,Lutjanus campechanus,"Workman, I. K. and D. G. Foster","Occurrence and behavior of juvenile red snapper, Lutjanus campechanus, on commercial shrimp fishing grounds in the northeastern Gulf of Mexico",Marine Fisheries Review,56,2,9--11,1994,http://aquaticcommons.org/9853/,.,.
628,17,Reef Fish,Red Snapper,Lutjanus campechanus,"Gallaway, B. J., S. T. Szedlmayer and W. J. Gazey",A life history review for red snapper in the Gulf of Mexico with an evaluation of the importance of offshore petroleum platforms and other artificial reefs,Reviews in Fisheries Science,17,1,48--67,2009,http://www.tandfonline.com/doi/abs/10.1080/10641260802160717,.,.
629,18,Reef Fish,Red Snapper,Lutjanus campechanus,"Kraus, R. T., R. L. Hill, J. R. Rooker and T. M. Dellapenna",Preliminary characterization of a mid-shelf bank in the northwestern Gulf of Mexico as essential habitat of reef fishes,Proceedings of the 57th Gulf and Caribbean Fisheries Institute,57,.,621--632,2006,.,.,.
630,19,Reef Fish,Red Snapper,Lutjanus campechanus,"Kulaw, D",Habitat-and region-specific reproductive biology of female red snapper (Lutjanus campechanus) in the Gulf of Mexico,M.S. thesis. Louisiana State University,.,.,177 pp,2012,http://nsgl.gso.uri.edu/lsu/lsuy12014.pdf,.,.
631,20,Reef Fish,Red Snapper,Lutjanus campechanus,"Rooker, J. R., A. M. Landry, Jr., B. W. Geary and J. A. Harper",Assessment of a shell bank and associated substrates as nursery habitat of postsettlement red snapper,"Estuarine, Coastal and Shelf Science",59,.,653--661,2004,http://www.sciencedirect.com/science/article/pii/S0272771403003275,.,.
632,21,Reef Fish,Red Snapper,Lutjanus campechanus,"Szedlmayer, S. T. and J. D. Lee",Diet shifts of juvenile red snapper (Lutjanus campechanus) with changes in habitat and fish size,Fishery Bulletin,102,.,366--375,2004,http://aquaticcommons.org/15055/,.,.
633,22,Reef Fish,Red Snapper,Lutjanus campechanus,"Szedlmayer, S. T. and P. A. Mudrak","Influence of age-1 conspecifics, sediment type, dissolved oxygen, and the Deepwater Horizon oil spill on recruitment of age-0 red snapper in the northeast Gulf of Mexico during 2010 and 2011",North American Journal of Fisheries Management,34,2,443--452,2014,http://www.tandfonline.com/doi/abs/10.1080/02755947.2014.882457,.,.
634,23,Reef Fish,Red Snapper,Lutjanus campechanus,"Wells, R. J., J. H. Cowan, Jr., W. F. Patterson III and C. J. Walters",Effect of trawling on juvenile red snapper (Lutjanus campechanus) habitat selection and life history parameters,Canadian Journal of Fisheries and Aquatic Sciences,65,.,2399--2411,2008,http://www.nrcresearchpress.com/doi/abs/10.1139/F08-145#.WBjTMC0rLIU,.,.
635,24,Reef Fish,Red Snapper,Lutjanus campechanus,SEDAR31 Update,Stock assessment of red snapper in the Gulf of Mexico 1872-2013- with provisional 2014 landings. SEDAR 31 Update Assessment,.,.,.,.,2015,http://sedarweb.org/2014-update-sedar-31-gulf-mexico-red-snapper,.,"Southeast Data, Assessment, and Review. North Charleston, South Carolina. "
636,25,Reef Fish,Red Snapper,Lutjanus campechanus,"Fitzhugh, G. R., M. S. Duncan, L. A. Collins, W. T. Walling and D. W. Oliver",Characterization of red snapper (Lutjanus campechanus) reproduction: for the 2004 Gulf of Mexico SEDAR,SEDAR7-DW-35,.,.,29 pp,2004,http://sedarweb.org/s7dw35-characterization-red-snapper-lutjanus-campechanus-reproduction-2004-gulf-mexico-sedar-noaa,.,"National Marine Fisheries Service, Southeastern Fisheries Science Center, Panama City Laboratory"
637,1,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Anderson, W.W. and M.J. Lindner","Contributions to the biology of the royal red shrimp, Hymenopenaeus robustus, Smith",Fishery Bulletin,69,2,313--336,1971,.,.,.
638,2,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Holthius, L.B",FAO species catalogue. Volume 1-Shrimps and prawns of the world,.,.,.,.,1980,.,.,"FAO, Rome"
639,3,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Fischer, W",FAO species identification sheets for fishery purposes. West central Atlantic,.,6,.,.,1978,.,.,"FAO, Rome"
640,4,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Bullis, H.R. Jr",Preliminary results of deep-water exploration for shrimp in the Gulf of Mexico by the M/V Oregon (1950-1956),Commercial Fisheries Review,18,12,1--12,NA,.,.,.
641,5,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Bullis, H.R. Jr. and R. Cummins, Jr",Another look at the royal red shrimp resource,Proceedings of the 15th Gulf and Caribbean Fisheries Institute,15,.,9--12,1963,http://aquaticcommons.org/11788/1/gcfi_15-3.pdf,.,.
642,6,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Grace, M. A., B. Noble, W. Ingram, A. Pollack and A. Hamilton","Fishery-independent bottom trawl surveys for deep-water fishes and invertebrates of the U. S. Gulf of Mexico, 2002-2008",Marine Fisheries Review,74,4,20--25,2010,.,.,.
643,7,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Reed, J. and S. Farrington","Distribution of deep-water commercial fisheries species-golden crab, tilefish, royal red shrimp-in deep-water habitats off eastern Florida from submersible and ROV dives",Report for the South Atlantic Fishery Management Council and NOAA Coral Reef Conservation Program,.,.,163 pp,2010,ftp://docs.lib.noaa.gov/pub/data.nodc/coris/library/NOAA/CRCP/other/other_crcp_publications/DeepSeaCoral/Reed-and-Farrington-2010.pdf,.,.
644,8,Shrimp,Royal Red Shrimp,Pleoticus robustus,"Ross, S. W",The World of Deep-Sea Corals,,.,.,.,2005,.,.,Available: http://oceanexplorer.noaa.gov/explorations/05coralbanks/background/world_corals/worldcoral.html (July 2016)
645,1,Reef Fish,Scamp,Mycteroperca phenax,"Bullock, L.H., and G.B. Smith",Seabasses (Pisces: Serranidae),"Florida Marine Research Institute, Memoirs from the Hourglass Cruises",8,2,243 pp,1991,.,.,.
646,2,Reef Fish,Scamp,Mycteroperca phenax,"Coleman, F.C., C.C. Koenig, and L.A. Collins",Reproductive styles of shallow-water groupers (Pisces: Serranidae) in the eastern Gulf of Mexico and the consequences of fishing spawning aggregations,Environmental Biology of Fishes,47,2,129--141,1996,http://link.springer.com/article/10.1007/BF00005035,.,.
647,3,Reef Fish,Scamp,Mycteroperca phenax,"Fischer, W",FAO species identification sheets for fishery purposes. Western Central Atlantic (fishing area 31).,.,.,.,.,1978,.,.,"FAO, Rome"
648,4,Reef Fish,Scamp,Mycteroperca phenax,"Gilmore, R.G., and R.S. Jones","Color variation and associated behavior in the epinepheline groupers, Mycteroperca microlepis (Goode and Bean) and M. phenax Jordan and Swain",Bulletin of Marine Science,51,1,83--103,1992,http://www.ingentaconnect.com/content/umrsmas/bullmar/1992/00000051/00000001/art00009,.,.
649,5,Reef Fish,Scamp,Mycteroperca phenax,"Heemstra, P.C., and J.E. Randall","FAO species catalogue vol. 16 groupers of the world (family serranidae, subfamily epinephelinae)",FAO Fisheries Synopsis,125,.,271--272,1993,.,.,.
650,6,Reef Fish,Scamp,Mycteroperca phenax,"Huntsman, G.R., and R.L. Dixon",Recreational catches of four species of groupers in the Carolina headboat fishery,Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners,29,.,185--194,1976,.,.,.
651,7,Reef Fish,Scamp,Mycteroperca phenax,"Matheson, R.H., III, G.R. Huntsman, and C.S. Manooch, III","Age, growth, mortality, food and reproduction of the scamp, Mycteroperca phenax, collected off North Carolina and South Carolina",Bulletin of Marine Science,38,2,300--312,1986,http://www.ingentaconnect.com/content/umrsmas/bullmar/1986/00000038/00000002/art00004,.,.
652,8,Reef Fish,Scamp,Mycteroperca phenax,"Roe, R. B",Distribution of snappers and groupers in the Gulf of Mexico and Caribbean Sea as determined from exploratory fishing data,Florida Sea Grant Program Report,17,.,129--164,1976,.,.,.
653,9,Reef Fish,Scamp,Mycteroperca phenax,"Smith, C.L",Synopsis of biological data on groupers (Epinephelus and allied genera) of the western North Atlantic,FAO Fisheries Biological Synopsis,23,.,34 pp,1961,.,.,.
654,10,Reef Fish,Scamp,Mycteroperca phenax,"Wilson, R.R., Jr., and K.M. Burns","Potential survival of released groupers caught deeper than 40 m based on shipboard and in-situ observations, and tag-recapture data",Bulletin of Marine Science,58,1,234--247,1996,http://www.ingentaconnect.com/content/umrsmas/bullmar/1996/00000058/00000001/art00014,.,.
655,11,Reef Fish,Scamp,Mycteroperca phenax,"Koenig, C. C",personal communication,"National Marine Fisheries Service, Panama City FL",,,,NA,.,.,.
656,12,Reef Fish,Scamp,Mycteroperca phenax,"Gledhill, C. and A. David",Survey of fish assemblages and habitat within two marine protected areas on the west Florida shelf,Proceedings of the 55th Gulf and Caribbean Fisheries Institute,55,.,614--653,2004,http://nsgl.gso.uri.edu/flsgp/flsgpw02002/flsgpw02002_part15.pdf,.,.
657,13,Reef Fish,Scamp,Mycteroperca phenax,"Koenig, C. C., A. N. Shepard, J. K. Reed, F. C. Coleman, S. D. Brooke, J. Brusher and K. M. Scanlon ",Habitat and fish populations in the deep-sea Oculina coral ecosystem of the western Atlantic,American Fisheries Society Symposium,41,.,795--805,2005,http://www.reefball.org/album/florida/EastCoast/oculinabanks/NOAAproject/scientificpaper/2005_koenig_oculina.pdf,.,.
658,1,Reef Fish,Silk Snapper,Lutjanus vivanus,"Munro, J.L., V.C. Gant, R. Thompson, and P.H. Reeson",The spawning seasons of Caribbean reef fishes,Journal of Fish Biology,5,1,69--84,1973,http://onlinelibrary.wiley.com/doi/10.1111/j.1095-8649.1973.tb04431.x/full,.,.
659,2,Reef Fish,Silk Snapper,Lutjanus vivanus,"Boardman, C. and D. Weiler",Aspects of the life history of three deepwater snappers around Puerto Rico,Proceedings of the 32nd Gulf and Caribbean Fisheries Institute,32,.,158--172,1979,http://aquaticcommons.org/12269/1/gcfi_32-22.pdf,.,.
660,3,Reef Fish,Silk Snapper,Lutjanus vivanus,"Allen, G.R",FAO species catalogue vol. 6 snappers of the world: An annotated and illustrated catalogue of Lutjanid species known to date,FAO Fisheries Synopsis,125,6,208 pp,1985,.,.,.
661,4,Reef Fish,Silk Snapper,Lutjanus vivanus,"Thompson, R. and J.L. Munro","The biology, ecology and bionomics of the snappers, Lutjanidae",In: Caribbean Coral Reef Fishery Resources,7,.,94--109,1983,.,J. L. Munro (ed.),International Center on Living Aquatic Resource Management
662,5,Reef Fish,Silk Snapper,Lutjanus vivanus,"Ault, J. S., J. A. Bohnsack, G. A. Meester",A retrospective (1979-1996) multispecies assessment of coral reef fish stocks in the Florida Keys,Fishery Bulletin,96,3,395--414,1998,http://fishbull.noaa.gov/963/ault.pdf,.,.
663,6,Reef Fish,Silk Snapper,Lutjanus vivanus,"Munro, J. L. and R. Thompson",The Jamaican fishing industry,In: Caribbean Coral Reef Fishery Resources,7,.,10--14,1983,.,J. L. Munro (ed.),International Center on Living Aquatic Resource Management
664,7,Reef Fish,Silk Snapper,Lutjanus vivanus,"Sylvester, J. R. and A. E. Dammann",Contribution to the biology of silk snapper Lutjanus vivanus from the Virgin Islands,Transactions of the American Fisheries Society,102,4,843--845,1973,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1973)102%3C843%3ACTTBOT%3E2.0.CO%3B2,.,.
665,8,Reef Fish,Silk Snapper,Lutjanus vivanus,"Rivas, L. R",Snappers of the western Atlantic,Commercial Fisheries Review,32,1,41--44,1970,.,.,.
666,1,Reef Fish,Snowy Grouper,Epinephelus niveatus,FAO,"FAO species identification sheets, fishing area 31 (W. Cent. Atlantic)",.,21,.,.,1977,.,.,"FAO, Rome"
667,2,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Heemstra, P.C., and J.E. Randall","FAO Species Catalogue, V. 16: Groupers of the World",.,.,.,.,1993,.,.,"FAO, Rome"
668,3,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Roe, R",Distribution of snappers and groupers in the Gulf of Mexico and Caribbean Sea as determined from exploratory fishing data,Florida Sea Grant Report,17,.,129--164,1976,.,.,.
669,4,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Richards, W.J",Preliminary guide to the identification of the early life history stages of serranid fishes of the western central Atlantic,NOAA Technical Memorandum,NMFS-SEFSC-419,.,.,NA,.,.,.
670,5,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Bielsa, L.M., and R.F. Labisky","Food habits of blueline tilefish, Caulolatilus microps, and snowy grouper, Epinephelus niveatus, from the lower Florida Keys.",Northeast Gulf Science,9,2,77--87,1987,.,.,.
671,6,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Presley, R.F","Larval snowy grouper, Epinephelus niveatus (Valenciennes, 1828), from the Florida Straits","Florida Department of Natural Resources, Marine Research Laboratory Leaflet Series IV (Immature vertebrates), Part 1 (Pisces)",18,.,6 pp,1970,.,.,.
672,7,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Bullock, L.H., and G.B. Smith",Seabasses (Pisces: Serranidae),Memoirs from the Hourglass Cruises,8,2,243 pp,1991,.,.,.
673,8,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Jones, R.J., E.J. Gutherz, W.R. Nelson, and G.C. Matlock","Burrow utilization by yellowedge grouper, Epinephelus flavolimbatus, in the northwestern Gulf of Mexico",Environmental Biology of Fishes,26,4,277--284,1989,http://link.springer.com/article/10.1007/BF00002464,.,.
674,9,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Moore, C.M., and R.F. Labisky",Population parameters of a relatively unexploited stock of snowy grouper in the lower Florida Keys,Transactions of the American Fisheries Society,113,3,322--329,1984,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1984)113%3C322%3APPOARU%3E2.0.CO%3B2,.,.
675,10,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Parker, R.O., Jr., and R.W. Mays","Southeastern U.S. deepwater reef fish assemblages, habitat characteristics, catches, and life history summaries",NOAA Technical Report,NMFS-138,.,41 pp,1998,.,.,.
676,11,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Epperly, S.F., and J.W. Dodrill","Catch rates of snowy grouper, Epinephelus niveatus, on the deep reefs of Onslow Bay, Southeastern USA",Bulletin of Marine Science,56,2,450--461,1995,http://www.ingentaconnect.com/content/umrsmas/bullmar/1995/00000056/00000002/art00005,.,.
677,12,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Matheson, R.H, III, and G.R. Huntsman","Growth, mortality, and yield-per-recruit models for speckled hind and snowy grouper from the United States South Atlantic Bight",Transactions of the American Fisheries Society,113,5,607--616,1984,http://link.springer.com/article/10.1007/BF00002464,.,.
678,13,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Wyanski, D.M., D.B. White, and C.A. Barans","Growth, population age structure, and aspects of the reproductive biology of snowy grouper, Epinephelus niveatus, off North Carolina and South Carolina",Fishery Bulletin,98,.,199--218,NA,http://dc.statelibrary.sc.gov/handle/10827/10557,.,.
679,14,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Musick, J. A., M. M. Harbin , S. A. Berkeley , G. H. Burgess , A. M. Eklund , L. Findley , R. G. Gilmore , J. T. Golden , D. S. Ha , G. R. Huntsman , J. C. McGovern , G. R. Sedberry , S. J. Parker , S. G. Poss , E. Sala , T. W. Schmidt , H. Weeks and S. G. Wright","Marine, estuarine, and diadromous fish stocks at risk of extinction in North America (exclusive of Pacific salmonids)",Fisheries,25,11,6--30,NA,http://www.tandfonline.com/doi/abs/10.1577/1548-8446%282000%29025%3C0006%3AMEADFS%3E2.0.CO%3B2?journalCode=ufsh20,.,.
680,15,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Dance, M. A., W. F. Patterson III and D. T. Addis",Fish community and trophic structure at artificial reef sites in the northeastern Gulf of Mexico,Bulletin of Marine Science,87,3,301--324,2011,http://www.ingentaconnect.com/content/umrsmas/bullmar/2011/00000087/00000003/art00002,.,.
681,16,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Kowal, K","Aspects of the life history of the snowy grouper, Epinephelus niveatus, in the Gulf of Mexico",M.S. thesis. University of South Florida,.,.,79 pp,2010,http://scholarcommons.usf.edu/etd/3505/,.,.
682,17,Reef Fish,Snowy Grouper,Epinephelus niveatus,SEDAR 36,Stock assessment report for SEDAR 36 South Atlantic snowy grouper,.,.,.,146 pp,2013,http://sedarweb.org/sedar-36,.,"Southeast Data, Assessment, and Review. North Charleston, South Carolina"
683,18,Reef Fish,Snowy Grouper,Epinephelus niveatus,"Sedberry, G. R., O. Pashuk, D. M. Wyanski, J. A. Stephen and P. Weinbach",Spawning locations for Atlantic reef fishes off the southeastern US,Proceedings of the 57th Gulf and Caribbean Fisheries Institute,57,.,463--514,2006,http://graysreef.noaa.gov/science/publications/pdfs/i-49.pdf,.,.
684,19,Reef Fish,Snowy Grouper,Epinephelus niveatus,SEDAR 49 ,"Data workshop report for SEDAR 49 Gulf of Mexico data-limited species: red drum, lane snapper, wenchman, yellowmouth grouper, speckled hind, snowy grouper, almaco jack and lesser amberjack",.,.,.,298 pp,2016,http://sedarweb.org/sedar-49-data-workshop-report,.,"Southeast Data, Assessment, and Review. North Charleston, South Carolina"
685,1,Coastal Migratory Pelagics,Spanish Mackerel,Scomberomorus maculatus,"Berrian, P. and D. Finan","Biological and fisheries data on Spanish mackerel, Scomberomorus maculatus (Mitchill)",NOAA Technical Service Report,NMFS-SEFC-9,.,52 pp,1977,.,.,.
686,2,Coastal Migratory Pelagics,Spanish Mackerel,Scomberomorus maculatus,"Chittenden, M.E., Jr., L.R. Barbieri and C.M. Jones",Spatial and temporal occurrence of Spanish mackerel Scomberomorus maculatus in Chesapeake Bay,Fishery Bulletin,91,1,151--158,1993,.,.,.
